"Dataset ID","Dataset's Metis page","Dataset size","Provider","Data provider","Record ID","Last record index","Record edm:type","Record content tier","Record metadata tier","Link type","Link","Link server","Time of checking","Error"
"04802","https://metis.europeana.eu/dataset/edit/04802","101356","Institut national de l'audiovisuel",,"/04802/53216BD2312403F7BF22720101783C1F4EDA8F3B","1970-01-01T01:00:00+01:00","VIDEO","0","0","edm:isShownAt","http://www.ina.fr/art-et-culture/musique/video/I07098674/simon-stanciu-caravan-du-duke-ellington.fr.html#xtor=AL-3","http://www.ina.fr/","2023-11-02T13:55:19.805+01:00","Problem while processing http://www.ina.fr/art-et-culture/musique/video/I07098674/simon-stanciu-caravan-du-duke-ellington.fr.html#xtor=AL-3
  caused by:
Download failed of resource http://www.ina.fr/art-et-culture/musique/video/I07098674/simon-stanciu-caravan-du-duke-ellington.fr.html#xtor=AL-3. Status code 404 (message: Not Found)."
"05814","https://metis.europeana.eu/dataset/edit/05814","52","cIMeC - Institutul de Memorie Culturală",,"/05814/ae52f866_98ec_461c_bb70_a476e79b9227","2016-07-27T14:13:01.037+02:00","TEXT","4","0","edm:isShownAt","http://medievalia.com.ro/manuscrise/item/ms-sl-150","http://medievalia.com.ro/","2023-11-02T14:05:08.736+01:00","Problem while processing http://medievalia.com.ro/manuscrise/item/ms-sl-150
  caused by:
medievalia.com.ro: Name or service not known"
"05814","https://metis.europeana.eu/dataset/edit/05814","52","cIMeC - Institutul de Memorie Culturală",,"/05814/c0cb38c5_ad91_45ea_8b30_6db83dde6267","2016-07-27T14:13:01.293+02:00","TEXT","4","0","edm:isShownAt","http://medievalia.com.ro/manuscrise/item/ms-sl-150","http://medievalia.com.ro/","2023-11-02T14:05:08.736+01:00","Problem while processing http://medievalia.com.ro/manuscrise/item/ms-sl-150
  caused by:
medievalia.com.ro: Name or service not known"
"05815","https://metis.europeana.eu/dataset/edit/05815","742","cIMeC - Institutul de Memorie Culturală",,"/05815/folkmedia_ro_media_626_","2017-12-06T15:07:06.534+01:00","VIDEO","1","A","edm:isShownBy","http://www.budaivigado.hu/ftp/rmne//Mozgokep/Zene/Orendi_Istvan_VIdeo_ konvertalt(01.283-01.289)/Lassu magyaros/01.288.01.Lassu_magyaros.mp4","http://www.budaivigado.hu/","2023-11-02T14:05:55.267+01:00","Problem while processing http://www.budaivigado.hu/ftp/rmne//Mozgokep/Zene/Orendi_Istvan_VIdeo_ konvertalt(01.283-01.289)/Lassu magyaros/01.288.01.Lassu_magyaros.mp4
  caused by:
Illegal character in path at index 70: http://www.budaivigado.hu/ftp/rmne//Mozgokep/Zene/Orendi_Istvan_VIdeo_ konvertalt(01.283-01.289)/Lassu magyaros/01.288.01.Lassu_magyaros.mp4
  caused by:
Illegal character in path at index 70: http://www.budaivigado.hu/ftp/rmne//Mozgokep/Zene/Orendi_Istvan_VIdeo_ konvertalt(01.283-01.289)/Lass"
"07202","https://metis.europeana.eu/dataset/edit/07202","7993","Musée historique de Lausanne",,"/07202/SGCM_Consultation_aspx_id_141206","2014-07-09T11:59:48.562+02:00","IMAGE","0","0","edm:isShownAt","http://musees.lausanne.ch/SGCM/Consultation.aspx?id=141206","http://musees.lausanne.ch/","2023-10-12T06:18:40.043+02:00","Problem while processing http://musees.lausanne.ch/SGCM/Consultation.aspx?id=141206
  caused by:
Circular redirect to 'https://www.lausanne.ch/collections-musees/'
  caused by:
Circular redirect to 'https://www.lausanne.ch/collections-musees/'"
"07202","https://metis.europeana.eu/dataset/edit/07202","7993","Musée historique de Lausanne",,"/07202/SGCM_Consultation_aspx_id_141206","2014-07-09T11:59:48.562+02:00","IMAGE","0","0","edm:isShownBy","http://musees.lausanne.ch/SGCM/SGCMImages/ImgHD/Vignette/MHL141206_2.JPG","http://musees.lausanne.ch/","2023-10-12T06:17:52.655+02:00","Problem while processing http://musees.lausanne.ch/SGCM/SGCMImages/ImgHD/Vignette/MHL141206_2.JPG
  caused by:
Circular redirect to 'https://www.lausanne.ch/collections-musees/'
  caused by:
Circular redirect to 'https://www.lausanne.ch/collections-musees/'"
"07205","https://metis.europeana.eu/dataset/edit/07205","705","Musée historique de Lausanne",,"/07205/SGCM_Consultation_aspx_id_41157","2014-07-09T11:59:21.444+02:00","IMAGE","0","0","edm:isShownBy","http://musees.lausanne.ch/SGCM/SGCMImages/ImgHD/Vignette/MRV41157_2.JPG","http://musees.lausanne.ch/","2023-10-12T06:40:26.756+02:00","Problem while processing http://musees.lausanne.ch/SGCM/SGCMImages/ImgHD/Vignette/MRV41157_2.JPG
  caused by:
Circular redirect to 'https://www.lausanne.ch/collections-musees/'
  caused by:
Circular redirect to 'https://www.lausanne.ch/collections-musees/'"
"07205","https://metis.europeana.eu/dataset/edit/07205","705","Musée historique de Lausanne",,"/07205/SGCM_Consultation_aspx_id_42018","2014-07-09T11:59:22.006+02:00","IMAGE","0","0","edm:isShownBy","http://musees.lausanne.ch/SGCM/SGCMImages/ImgHD/Vignette/C_MRV42018_2.JPG","http://musees.lausanne.ch/","2023-10-12T06:40:16.402+02:00","Problem while processing http://musees.lausanne.ch/SGCM/SGCMImages/ImgHD/Vignette/C_MRV42018_2.JPG
  caused by:
Circular redirect to 'https://www.lausanne.ch/collections-musees/'
  caused by:
Circular redirect to 'https://www.lausanne.ch/collections-musees/'"
"07931","https://metis.europeana.eu/dataset/edit/07931","28550","Heidelberg University Library / Universitätsbibliothek Heidelber",,"/07931/diglit_cassirer_helbing1918_03_21bd1","2018-03-22T11:52:18.383+01:00","TEXT","4","A","edm:isShownBy","http://diglit.ub.uni-heidelberg.de/image/cassirer_helbing1918_03_21bd1/00000a.jpg/full/full/0/default.jpg","http://diglit.ub.uni-heidelberg.de/","2023-11-02T14:06:28.169+01:00","Problem while processing http://diglit.ub.uni-heidelberg.de/image/cassirer_helbing1918_03_21bd1/00000a.jpg/full/full/0/default.jpg
  caused by:
Download failed of resource http://diglit.ub.uni-heidelberg.de/image/cassirer_helbing1918_03_21bd1/00000a.jpg/full/full/0/default.jpg. Status code 404 (message: Not Found)."
"07931","https://metis.europeana.eu/dataset/edit/07931","28550","Heidelberg University Library / Universitätsbibliothek Heidelber",,"/07931/diglit_gruenpeter1929_03_26","2018-03-22T11:55:05.371+01:00","TEXT","4","A","edm:isShownBy","http://diglit.ub.uni-heidelberg.de/image/gruenpeter1929_03_26/000a.jpg/full/full/0/default.jpg","http://diglit.ub.uni-heidelberg.de/","2023-11-02T14:05:47.91+01:00","Problem while processing http://diglit.ub.uni-heidelberg.de/image/gruenpeter1929_03_26/000a.jpg/full/full/0/default.jpg
  caused by:
Download failed of resource http://diglit.ub.uni-heidelberg.de/image/gruenpeter1929_03_26/000a.jpg/full/full/0/default.jpg. Status code 404 (message: Not Found)."
"07932","https://metis.europeana.eu/dataset/edit/07932","5599","Heidelberg University Library / Universitätsbibliothek Heidelber",,"/07932/diglit_saw_mu_3257","2018-03-22T11:50:07.393+01:00","TEXT","4","A","edm:isShownBy","http://diglit.ub.uni-heidelberg.de/image/saw_mu_3257/1_vorderseite.jpg/full/full/0/default.jpg","http://diglit.ub.uni-heidelberg.de/","2023-11-02T13:49:37.423+01:00","Problem while processing http://diglit.ub.uni-heidelberg.de/image/saw_mu_3257/1_vorderseite.jpg/full/full/0/default.jpg
  caused by:
Download failed of resource http://diglit.ub.uni-heidelberg.de/image/saw_mu_3257/1_vorderseite.jpg/full/full/0/default.jpg. Status code 404 (message: Not Found)."
"08001","https://metis.europeana.eu/dataset/edit/08001","384","Virtual Humanist Libraries / Bibliothèques Virtuelles Humanistes",,"/08001/Consult_index_asp_numfiche_507","2014-07-15T13:48:54.466+02:00","IMAGE","0","0","edm:isShownAt","http://www.bvh.univ-tours.fr/Consult/index.asp?numfiche=507","http://www.bvh.univ-tours.fr/","2023-11-02T13:53:01.716+01:00","Problem while processing http://www.bvh.univ-tours.fr/Consult/index.asp?numfiche=507
  caused by:
www.bvh.univ-tours.fr: Name or service not known"
"08547","https://metis.europeana.eu/dataset/edit/08547","167684","Museu",,"/08547/Museu_ProvidedCHO_Stadtgeschichtliches_Museum_Leipzig_D0009908","2022-09-30T15:50:03.912+02:00","IMAGE","1","B","edm:isShownAt","https://www.stadtmuseum.leipzig.de/DE-MUS-853418/objekt=D0009908","https://www.stadtmuseum.leipzig.de/","2023-11-02T13:49:06.458+01:00","Problem while processing https://www.stadtmuseum.leipzig.de/DE-MUS-853418/objekt=D0009908
  caused by:
Download failed of resource https://www.stadtmuseum.leipzig.de/DE-MUS-853418/objekt=D0009908. Status code 406 (message: Not Acceptable)."
"08547","https://metis.europeana.eu/dataset/edit/08547","167684","Museu",,"/08547/Museu_ProvidedCHO_Stadtgeschichtliches_Museum_Leipzig_GR002390","2022-09-30T15:50:03.912+02:00","IMAGE","2","B","edm:isShownAt","https://www.stadtmuseum.leipzig.de/DE-MUS-853418/objekt=GR002390","https://www.stadtmuseum.leipzig.de/","2023-11-02T13:48:58.271+01:00","Problem while processing https://www.stadtmuseum.leipzig.de/DE-MUS-853418/objekt=GR002390
  caused by:
Download failed of resource https://www.stadtmuseum.leipzig.de/DE-MUS-853418/objekt=GR002390. Status code 406 (message: Not Acceptable)."
"08602","https://metis.europeana.eu/dataset/edit/08602","377522","EFG - The European Film Gateway",,"/08602/VedoIL0000009541_gen16","2022-04-13T09:48:20.507+02:00","IMAGE","1","B","edm:isShownBy","http://image.archivioluce.com/foto/high/FV/NTH00416/FV00091182.JPG","http://image.archivioluce.com/","2023-11-02T14:03:08.743+01:00","Problem while processing http://image.archivioluce.com/foto/high/FV/NTH00416/FV00091182.JPG
  caused by:
Read timed out"
"08603","https://metis.europeana.eu/dataset/edit/08603","10","EFG - The European Film Gateway","Filmarchiv Austria","/08603/1037479000000111017","2022-07-20T17:24:08.683+02:00","VIDEO","2","C","edm:isShownBy","https://vimeo.com/552096649","https://vimeo.com/","2023-11-02T13:49:03.992+01:00","Problem while processing https://vimeo.com/552096649
  caused by:
Download failed of resource https://vimeo.com/552096649. Status code 404 (message: Not Found)."
"08603","https://metis.europeana.eu/dataset/edit/08603","10","EFG - The European Film Gateway","Filmarchiv Austria","/08603/1037479000000112057","2022-07-20T17:24:08.683+02:00","VIDEO","2","C","edm:isShownBy","https://vimeo.com/552098254","https://vimeo.com/","2023-11-02T13:48:58.659+01:00","Problem while processing https://vimeo.com/552098254
  caused by:
Download failed of resource https://vimeo.com/552098254. Status code 404 (message: Not Found)."
"08606","https://metis.europeana.eu/dataset/edit/08606","2220","EFG",,"/08606/______5005181________________","2016-06-29T09:16:06.877+02:00","IMAGE","1","A","edm:isShownBy","http://193.225.222.196/mnfa/nonAV_posters_2ndpack/X_451_7.jpg","http://193.225.222.196/","2023-11-02T13:51:31.194+01:00","Problem while processing http://193.225.222.196/mnfa/nonAV_posters_2ndpack/X_451_7.jpg
  caused by:
Connect to http://193.225.222.196:80 [/193.225.222.196] failed: Connect timed out"
"08606","https://metis.europeana.eu/dataset/edit/08606","2220","EFG",,"/08606/______5006219________________","2016-06-29T09:16:09.039+02:00","IMAGE","1","A","edm:isShownBy","http://193.225.222.196/mnfa/nonAV_stills_1stpack/00250067.jpg","http://193.225.222.196/","2023-11-02T13:51:38.199+01:00","Problem while processing http://193.225.222.196/mnfa/nonAV_stills_1stpack/00250067.jpg
  caused by:
Connect to http://193.225.222.196:80 [/193.225.222.196] failed: Connect timed out"
"08608","https://metis.europeana.eu/dataset/edit/08608","122","EFG - The European Film Gateway","Lichtspiel - Kinemathek Bern","/08608/171127","2023-07-26T12:23:20.056+02:00","VIDEO","1","B","edm:isShownAt","http://xray876.server4you.net/suche.lichtspiel/mediaplayer/videoportal_detail.aspx?FilmWorkContentID=171127","http://xray876.server4you.net/","2023-11-02T14:04:14.658+01:00","Problem while processing http://xray876.server4you.net/suche.lichtspiel/mediaplayer/videoportal_detail.aspx?FilmWorkContentID=171127
  caused by:
Read timed out"
"08608","https://metis.europeana.eu/dataset/edit/08608","122","EFG - The European Film Gateway","Lichtspiel - Kinemathek Bern","/08608/176721","2023-07-26T12:23:20.056+02:00","VIDEO","1","C","edm:isShownAt","http://xray876.server4you.net/suche.lichtspiel/mediaplayer/videoportal_detail.aspx?FilmWorkContentID=176721","http://xray876.server4you.net/","2023-11-02T14:04:04.646+01:00","Problem while processing http://xray876.server4you.net/suche.lichtspiel/mediaplayer/videoportal_detail.aspx?FilmWorkContentID=176721
  caused by:
Read timed out"
"08617","https://metis.europeana.eu/dataset/edit/08617","356","EFG - The European Film Gateway","Deutsche Kinemathek - Museum für Film und Fernsehen","/08617/1037479000000264021","2021-11-10T16:32:51.379+01:00","IMAGE","0","B","edm:isShownBy","http://thumbnails.deutsche-kinemathek.de/efg1914/G1_00_129.jpg","http://thumbnails.deutsche-kinemathek.de/","2023-11-02T14:03:42.976+01:00","Problem while processing http://thumbnails.deutsche-kinemathek.de/efg1914/G1_00_129.jpg
  caused by:
Connect to http://thumbnails.deutsche-kinemathek.de:80 [thumbnails.deutsche-kinemathek.de/195.37.189.15] failed: Connect timed out"
"08617","https://metis.europeana.eu/dataset/edit/08617","356","EFG - The European Film Gateway","Deutsche Kinemathek - Museum für Film und Fernsehen","/08617/1037479000000297035","2021-11-10T16:32:51.379+01:00","IMAGE","0","C","edm:isShownBy","http://thumbnails.deutsche-kinemathek.de/efg1914/F22931_02.jpg","http://thumbnails.deutsche-kinemathek.de/","2023-11-02T14:03:59.78+01:00","Problem while processing http://thumbnails.deutsche-kinemathek.de/efg1914/F22931_02.jpg
  caused by:
Connect to http://thumbnails.deutsche-kinemathek.de:80 [thumbnails.deutsche-kinemathek.de/195.37.189.15] failed: Connect timed out"
"08625","https://metis.europeana.eu/dataset/edit/08625","53","EFG","Instituto de la Cinematografia y Artes Audiovisuales - Filmoteca","/08625/FILM00063128c_X","2020-07-30T12:46:00.758+02:00","VIDEO","4","B","edm:isShownBy","https://vimeo.com/251305049","https://vimeo.com/","2023-11-02T13:46:28.434+01:00","Problem while processing https://vimeo.com/251305049
  caused by:
Download failed of resource https://vimeo.com/251305049. Status code 404 (message: Not Found)."
"08625","https://metis.europeana.eu/dataset/edit/08625","53","EFG","Instituto de la Cinematografia y Artes Audiovisuales - Filmoteca","/08625/FILM00071206c_2","2020-07-30T12:46:00.758+02:00","VIDEO","4","B","edm:isShownBy","https://vimeo.com/251304579","https://vimeo.com/","2023-11-02T13:46:33.941+01:00","Problem while processing https://vimeo.com/251304579
  caused by:
Download failed of resource https://vimeo.com/251304579. Status code 404 (message: Not Found)."
"08630","https://metis.europeana.eu/dataset/edit/08630","38","EFG","Arhiva Naţională de Filme","/08630/1037479000000275028","2021-08-13T16:43:30.938+02:00","VIDEO","2","B","edm:isShownBy","https://vimeo.com/551387253","https://vimeo.com/","2023-11-02T14:12:26.457+01:00","Problem while processing https://vimeo.com/551387253
  caused by:
Download failed of resource https://vimeo.com/551387253. Status code 404 (message: Not Found)."
"08630","https://metis.europeana.eu/dataset/edit/08630","38","EFG","Arhiva Naţională de Filme","/08630/1037479000000442016","2021-08-13T16:43:30.938+02:00","VIDEO","2","B","edm:isShownBy","https://vimeo.com/551398787","https://vimeo.com/","2023-11-02T14:12:57.772+01:00","Problem while processing https://vimeo.com/551398787
  caused by:
Download failed of resource https://vimeo.com/551398787. Status code 404 (message: Not Found)."
"08635","https://metis.europeana.eu/dataset/edit/08635","430","EFG - The European Film Gateway","Lietuvos Centrinis Valstybés Archyvas","/08635/35bd34c6d02c4227b54b0b4dac33df24","2021-10-16T22:16:16.423+02:00","VIDEO","1","B","edm:isShownAt","http://www.e-kinas.lt/objektas/kinas/1307/folk-music-band","http://www.e-kinas.lt/","2023-11-02T13:52:40.576+01:00","Problem while processing http://www.e-kinas.lt/objektas/kinas/1307/folk-music-band
  caused by:
Download failed of resource http://www.e-kinas.lt/objektas/kinas/1307/folk-music-band. Status code 403 (message: Forbidden)."
"08635","https://metis.europeana.eu/dataset/edit/08635","430","EFG - The European Film Gateway","Lietuvos Centrinis Valstybés Archyvas","/08635/6c8e78c6f64d4c71acee70c3e116283c","2021-10-16T22:16:16.423+02:00","VIDEO","1","B","edm:isShownAt","http://www.e-kinas.lt/objektas/kinas/0996/great-patriotic-war-film-chronicle","http://www.e-kinas.lt/","2023-11-02T13:53:19.632+01:00","Problem while processing http://www.e-kinas.lt/objektas/kinas/0996/great-patriotic-war-film-chronicle
  caused by:
Download failed of resource http://www.e-kinas.lt/objektas/kinas/0996/great-patriotic-war-film-chronicle. Status code 403 (message: Forbidden)."
"08636","https://metis.europeana.eu/dataset/edit/08636","113","EFG","Svenska Filminstitutet","/08636/27342","2022-10-13T11:54:13.155+02:00","VIDEO","1","C","edm:isShownAt","https://www.filmarkivet.se/movies/mannekanguppvisning/","https://www.filmarkivet.se/","2023-11-02T13:54:49.857+01:00","Problem while processing https://www.filmarkivet.se/movies/mannekanguppvisning/
  caused by:
Read timed out"
"08637","https://metis.europeana.eu/dataset/edit/08637","16","EFG",,"/08637/1037479000000377003","2020-11-05T10:58:58.757+01:00","VIDEO","2","C","edm:isShownAt","http://maccinema.com/info/ogan.html","http://maccinema.com/","2023-11-02T13:49:44.506+01:00","Problem while processing http://maccinema.com/info/ogan.html
  caused by:
PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target
  caused by:
PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target
  caused by:
unable to find valid certification path to requested target"
"08637","https://metis.europeana.eu/dataset/edit/08637","16","EFG",,"/08637/1037479000000377003","2020-11-05T10:58:58.757+01:00","VIDEO","2","C","edm:isShownBy","http://maccinema.com/info/filmovi/ogan.mp4","http://maccinema.com/","2023-11-02T13:49:52.005+01:00","Problem while processing http://maccinema.com/info/filmovi/ogan.mp4
  caused by:
PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target
  caused by:
PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target
  caused by:
unable to find valid certification path to requested target"
"08637","https://metis.europeana.eu/dataset/edit/08637","16","EFG",,"/08637/1037479000000383016","2020-11-05T10:58:58.757+01:00","VIDEO","1","C","edm:isShownAt","http://maccinema.com/info/tetoviranje.html","http://maccinema.com/","2023-11-02T13:50:12.928+01:00","Problem while processing http://maccinema.com/info/tetoviranje.html
  caused by:
PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target
  caused by:
PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target
  caused by:
unable to find valid certification path to requested target"
"08637","https://metis.europeana.eu/dataset/edit/08637","16","EFG",,"/08637/1037479000000383016","2020-11-05T10:58:58.757+01:00","VIDEO","1","C","edm:isShownBy","http://maccinema.com/info/filmovi/tetoviranje.mp4","http://maccinema.com/","2023-11-02T13:49:26.885+01:00","Problem while processing http://maccinema.com/info/filmovi/tetoviranje.mp4
  caused by:
PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target
  caused by:
PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target
  caused by:
unable to find valid certification path to requested target"
"08641","https://metis.europeana.eu/dataset/edit/08641","208","EFG",,"/08641/1037479000000476311","2021-11-10T16:31:47.073+01:00","VIDEO","2","C","edm:isShownBy","https://vimeo.com/168616647","https://vimeo.com/","2023-11-02T14:00:31.348+01:00","Problem while processing https://vimeo.com/168616647
  caused by:
Download failed of resource https://vimeo.com/168616647. Status code 404 (message: Not Found)."
"08641","https://metis.europeana.eu/dataset/edit/08641","208","EFG",,"/08641/1037479000000476315","2021-11-10T16:31:47.073+01:00","VIDEO","2","C","edm:isShownBy","https://vimeo.com/168188236","https://vimeo.com/","2023-11-02T14:00:36.659+01:00","Problem while processing https://vimeo.com/168188236
  caused by:
Download failed of resource https://vimeo.com/168188236. Status code 404 (message: Not Found)."
"08711","https://metis.europeana.eu/dataset/edit/08711","268062","Biodiversity Heritage Library",,"/08711/https___www_biodiversitylibrary_org_item_45480","2022-01-13T09:42:13.402+01:00","TEXT","4","0","edm:isShownBy","https://ia800500.us.archive.org/BookReader/BookReaderPreview.php?id=mobot31753002598594&subPrefix=mobot31753002598594&itemPath=/24/items/mobot31753002598594&server=ia800500.us.archive.org&page=preview&","https://ia800500.us.archive.org/","2023-11-02T13:47:19.582+01:00","Problem while processing https://ia800500.us.archive.org/BookReader/BookReaderPreview.php?id=mobot31753002598594&subPrefix=mobot31753002598594&itemPath=/24/items/mobot31753002598594&server=ia800500.us.archive.org&page=preview&
  caused by:
Download failed of resource https://ia800500.us.archive.org/BookReader/BookReaderPreview.php?id=mobot31753002598594&subPrefix=mobot31753002598594&itemPath=/24/items/mobot31753002598594&server=ia800500.us.archive.org&page=preview&. Status code 404 (message: Not Found)."
"08806","https://metis.europeana.eu/dataset/edit/08806","577","Europeana Travel",,"/08806/cgi_bin_gw_chameleon_lng_en_host_localhost_9901_DEFAULT_search_KEYWORD_function_CARDSCR_u1_12101_t1_006018323","2014-07-21T15:30:28.921+02:00","IMAGE","2","0","edm:isShownAt","http://cat.llgc.org.uk/cgi-bin/gw/chameleon?lng=en&host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&t1=006018323","http://cat.llgc.org.uk/","2023-11-02T14:11:13.255+01:00","Problem while processing http://cat.llgc.org.uk/cgi-bin/gw/chameleon?lng=en&host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&t1=006018323
  caused by:
Maximum redirects (3) exceeded
  caused by:
Maximum redirects (3) exceeded"
"08806","https://metis.europeana.eu/dataset/edit/08806","577","Europeana Travel",,"/08806/cgi_bin_gw_chameleon_lng_en_host_localhost_9901_DEFAULT_search_KEYWORD_function_CARDSCR_u1_12101_t1_006026144","2014-07-21T15:30:37.838+02:00","IMAGE","1","0","edm:isShownAt","http://cat.llgc.org.uk/cgi-bin/gw/chameleon?lng=en&host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&t1=006026144","http://cat.llgc.org.uk/","2023-11-02T14:10:23.752+01:00","Problem while processing http://cat.llgc.org.uk/cgi-bin/gw/chameleon?lng=en&host=localhost+9901+DEFAULT&search=KEYWORD&function=CARDSCR&u1=12101&t1=006026144
  caused by:
Maximum redirects (3) exceeded
  caused by:
Maximum redirects (3) exceeded"
"08904","https://metis.europeana.eu/dataset/edit/08904","677","Europeana Connect",,"/08904/562EDE9F6AB497A9D6E065BD6D4D944E5E754106","1970-01-01T01:00:00+01:00","TEXT","0","0","edm:isShownAt","http://www.nbn-resolving.de/urn:nbn:de:kobv:11-100183150","http://www.nbn-resolving.de/","2023-11-02T14:01:51.523+01:00","Problem while processing http://www.nbn-resolving.de/urn:nbn:de:kobv:11-100183150
  caused by:
Maximum redirects (3) exceeded
  caused by:
Maximum redirects (3) exceeded"
"08904","https://metis.europeana.eu/dataset/edit/08904","677","Europeana Connect",,"/08904/CCEC3520C17601A541641B3B12D288FCC36A42B8","1970-01-01T01:00:00+01:00","TEXT","0","0","edm:isShownAt","http://www.nbn-resolving.de/urn:nbn:de:kobv:11-100178557","http://www.nbn-resolving.de/","2023-11-02T14:02:41.962+01:00","Problem while processing http://www.nbn-resolving.de/urn:nbn:de:kobv:11-100178557
  caused by:
Connect to https://nbn-resolving.org:443 [nbn-resolving.org/193.175.100.226] failed: Connect timed out"
"09102","https://metis.europeana.eu/dataset/edit/09102","63468","MIMO",,"/09102/_CM_0159809","2019-12-17T13:57:36.684+01:00","IMAGE","3","A","edm:isShownAt","http://collectionsdumusee.philharmoniedeparis.fr/doc/MUSEE/0159809","http://collectionsdumusee.philharmoniedeparis.fr/","2023-11-02T13:42:58.764+01:00","Problem while processing http://collectionsdumusee.philharmoniedeparis.fr/doc/MUSEE/0159809
  caused by:
Download failed of resource http://collectionsdumusee.philharmoniedeparis.fr/doc/MUSEE/0159809. Status code 503 (message: Service Unavailable)."
"09102","https://metis.europeana.eu/dataset/edit/09102","63468","MIMO",,"/09102/_SMS_MM_N105474","2019-12-17T13:57:36.684+01:00","IMAGE","2","A","edm:isShownAt","http://www.mimo-international.com/SMS-MM/N105474","http://www.mimo-international.com/","2023-11-02T13:42:57.757+01:00","Problem while processing http://www.mimo-international.com/SMS-MM/N105474
  caused by:
Download failed of resource http://www.mimo-international.com/SMS-MM/N105474. Status code 404 (message: Not Found)."
"09308","https://metis.europeana.eu/dataset/edit/09308","208","Jewish Heritage Network",,"/09308/1936982","2021-01-16T11:53:29.842+01:00","TEXT","0","0","edm:isShownAt","http://67.111.179.146/1936982","http://67.111.179.146/","2023-10-12T06:19:50.762+02:00","Problem while processing http://67.111.179.146/1936982
  caused by:
Connect to http://67.111.179.146:80 [/67.111.179.146] failed: Connect timed out"
"09308","https://metis.europeana.eu/dataset/edit/09308","208","Jewish Heritage Network",,"/09308/6593177","2021-01-16T11:53:29.842+01:00","TEXT","3","0","edm:isShownAt","http://67.111.179.146/6593177","http://67.111.179.146/","2023-10-12T06:19:42.938+02:00","Problem while processing http://67.111.179.146/6593177
  caused by:
Connect to http://67.111.179.146:80 [/67.111.179.146] failed: Connect timed out"
"09308","https://metis.europeana.eu/dataset/edit/09308","208","Jewish Heritage Network",,"/09308/6593177","2021-01-16T11:53:29.842+01:00","TEXT","3","0","edm:isShownBy","https://media.jhn.ngo/iiif/2/LBI_periodicals:oai_digital.cjh.org_6593177:Issue_4.tiff/full/full/0/default.jpg","https://media.jhn.ngo/","2023-10-12T06:19:54.174+02:00","Problem while processing https://media.jhn.ngo/iiif/2/LBI_periodicals:oai_digital.cjh.org_6593177:Issue_4.tiff/full/full/0/default.jpg
  caused by:
Read timed out"
"09309","https://metis.europeana.eu/dataset/edit/09309","4705","Jewish Heritage Network",,"/09309/2994485","2021-01-22T19:52:11.672+01:00","IMAGE","0","0","edm:isShownBy","https://media.jhn.ngo/iiif/2/LBI_art:oai_digital.cjh.org_2994485:Street_Italy..tiff/full/full/0/default.jpg","https://media.jhn.ngo/","2023-11-02T13:51:47.245+01:00","Problem while processing https://media.jhn.ngo/iiif/2/LBI_art:oai_digital.cjh.org_2994485:Street_Italy..tiff/full/full/0/default.jpg
  caused by:
Read timed out"
"09310","https://metis.europeana.eu/dataset/edit/09310","97","Jewish Heritage Network",,"/09310/343668","2021-01-12T17:38:38.418+01:00","SOUND","0","0","edm:isShownAt","http://digital.cjh.org/webclient/DeliveryManager?pid=343668&custom_att_2=simple_viewer","http://digital.cjh.org/","2023-11-02T13:52:32.419+01:00","Problem while processing http://digital.cjh.org/webclient/DeliveryManager?pid=343668&custom_att_2=simple_viewer
  caused by:
Download failed of resource http://digital.cjh.org/webclient/DeliveryManager?pid=343668&custom_att_2=simple_viewer. Status code 401 (message: )."
"09317","https://metis.europeana.eu/dataset/edit/09317","33","Jewish Heritage Network",,"/09317/urn_nbn_de_hebis_30_1_306784","2021-10-13T07:45:46.607+02:00","TEXT","4","A","edm:isShownAt","http://sammlungen.ub.uni-frankfurt.de/rothschild/content/titleinfo/4297792","http://sammlungen.ub.uni-frankfurt.de/","2023-11-02T14:05:42.479+01:00","Problem while processing http://sammlungen.ub.uni-frankfurt.de/rothschild/content/titleinfo/4297792
  caused by:
Read timed out"
"0940404","https://metis.europeana.eu/dataset/edit/0940404","102","Federacja Bibliotek Cyfrowych",,"/0940404/_nn5qTdZ","2017-11-30T07:50:45.073+01:00","TEXT","0","0","edm:isShownBy","http://bc.klf.uw.edu.pl/480","http://bc.klf.uw.edu.pl/","2023-11-02T13:50:41.119+01:00","Problem while processing http://bc.klf.uw.edu.pl/480
  caused by:
Connect to http://bc.klf.uw.edu.pl:80 [bc.klf.uw.edu.pl/193.0.66.230] failed: Connect timed out"
